Extent,Prediction
14.145,13.458
14.157,13.387
14.152,13.315
14.118,13.282
14.033,13.193
13.906,13.154
13.877,13.055
13.829,12.965
13.862,13.022
13.791,12.88
13.794,12.762
13.688,12.772
13.556,12.787
13.497,12.753
13.522,12.721
13.458,12.711
13.387,12.675
13.315,12.611
13.282,12.607
13.193,12.578
13.154,12.482
13.055,12.29
12.965,12.285
13.022,12.283
12.88,12.219
12.762,12.23
12.772,12.206
12.787,12.213
12.753,12.248
12.721,12.2
12.711,12.167
12.675,12.042
12.611,12.01
12.607,11.974
12.578,11.968
12.482,11.873
12.29,11.811
12.285,11.691
12.283,11.664
12.219,11.583
12.23,11.513
12.206,11.459
12.213,11.397
12.248,11.352
12.2,11.34
12.167,11.276
12.042,11.148
12.01,11.054
11.974,10.968
11.968,10.878
11.873,10.809
11.811,10.667
11.691,10.577
11.664,10.544
11.583,10.484
11.513,10.383
11.459,10.322
11.397,10.221
11.352,10.132
11.34,10.081
11.276,9.948
11.148,9.722
11.054,9.735
10.968,9.652
10.878,9.512
10.809,9.37
10.667,9.322
10.577,9.319
10.544,9.233
10.484,9.101
10.383,9.088
10.322,9.037
10.221,8.949
10.132,8.751
10.081,8.696
9.948,8.553
9.722,8.542
9.735,8.53
9.652,8.543
9.512,8.39
9.37,8.252
9.322,8.08
9.319,7.979
9.233,7.913
9.101,7.863
9.088,7.755
9.037,7.78
8.949,7.701
8.751,7.577
8.696,7.533
8.553,7.486
8.542,7.367
8.53,7.399
8.543,7.345
8.39,7.296
8.252,7.343
8.08,7.315
7.979,7.275
7.913,7.239
7.863,7.204
7.755,7.242
7.78,7.147
7.701,7.185
7.577,7.224
7.533,7.151
7.486,7.012
7.367,6.906
7.399,6.822
7.345,6.806
7.296,6.774
7.343,6.741
7.315,6.722
7.275,6.734
7.239,6.671
7.204,6.628
7.242,6.602
7.147,6.632
7.185,6.684
7.224,6.661
7.151,6.707
7.012,6.69
6.906,6.663
6.822,6.701
6.806,6.702
6.774,6.658
6.741,6.686
6.722,6.686
6.734,6.678
6.671,6.654
6.628,6.644
6.602,6.645
6.632,6.623
6.684,6.612
6.661,6.661
6.707,6.617
6.69,6.624
6.663,6.671
6.701,6.737
6.702,6.72
6.658,6.759
6.686,6.797
6.686,6.894
6.678,6.883
6.654,7.066
6.644,7.108
6.645,7.223
6.623,7.339
6.612,7.425
6.661,7.367
6.617,7.422
6.624,7.531
6.671,7.739
6.737,7.814
6.72,7.805
6.759,7.95
6.797,8.109
6.894,8.322
6.883,8.263
7.066,8.312
7.108,8.433
7.223,8.516
7.339,8.562
7.425,8.648
7.367,8.788
7.422,8.921
7.531,8.891
7.739,9.048
7.814,9.126
7.805,9.244
7.95,9.334
8.109,9.407
8.322,9.472
8.263,9.57
8.312,9.678
8.433,9.788
8.516,9.797
8.562,9.907
8.648,9.936
8.788,10.013
8.921,10.13
8.891,10.108
9.048,10.158
9.126,10.292
9.244,10.358
9.334,10.425
9.407,10.455
9.472,10.504
9.57,10.687
9.678,10.576
9.788,10.578
9.797,10.572
9.907,10.713
9.936,10.77
10.013,10.824
10.13,10.89
10.108,10.977
10.158,11.015
10.292,11.155
10.358,11.288
10.425,11.473
10.455,11.618
10.504,11.747
10.687,11.827
10.576,11.944
10.578,12.249
10.572,12.34
10.713,12.287
10.77,12.343
10.824,12.44
10.89,12.515
10.977,12.526
11.015,12.728
11.155,12.745
11.288,12.72
11.473,12.786
11.618,12.712
11.747,12.786
11.827,12.899
11.944,12.979
12.249,13.035
12.34,13.097
12.287,13.168
12.343,13.25
12.44,13.343
12.515,13.328
12.526,13.4
12.728,13.443
12.745,13.579
12.72,13.659
12.786,13.695
12.712,13.723
12.786,13.812
12.899,13.83
12.979,14.002
13.035,13.943
13.097,14.025
13.168,14.097
13.25,14.262
13.343,14.277
13.328,14.217
13.4,14.263
13.443,14.304
13.579,14.321
13.659,14.46
13.695,14.465
13.723,14.467
13.812,14.483
13.83,14.568
14.002,14.672
13.943,14.709
14.025,14.688
14.097,14.732
14.262,14.801
14.277,14.81
14.217,14.93
14.263,14.897
14.304,14.936
14.321,14.96
14.46,14.987
14.465,15.107
14.467,15.185
14.483,15.183
14.568,15.251
14.672,15.375
14.709,15.425
14.688,15.479
14.732,15.512
14.801,15.58
14.81,15.664
14.93,15.663
14.897,15.658
14.936,15.661
14.96,15.642
14.987,15.62
15.107,15.572
15.185,15.581
15.183,15.57
15.251,15.592
15.375,15.676
15.425,15.697
15.479,15.629
15.512,15.648
15.58,15.704
15.664,15.846
15.663,15.841
15.658,15.904
15.661,15.94
15.642,15.925
15.62,15.985
15.572,15.982
15.581,16.07
15.57,16.032
15.592,15.904
15.676,15.785
15.697,15.786
15.629,15.738
15.648,15.741
15.704,15.711
15.846,15.702
15.841,15.74
15.904,15.753
15.94,15.785
15.925,15.835
15.985,15.791
15.982,15.755
16.07,15.704
16.032,15.681
15.904,15.639
15.785,15.681
15.786,15.565
15.738,15.562
15.741,15.602
15.711,15.577
15.702,15.621
15.74,15.438
15.753,15.405
15.785,15.355
15.835,15.363
15.791,15.356
15.755,15.423
15.704,15.45
15.681,15.445
15.639,15.506
15.681,15.381
15.565,15.45
15.562,15.37
15.602,15.434
15.577,15.436
15.621,15.465
15.438,15.376
15.405,15.34
15.355,15.268
15.363,15.269
15.356,15.29
15.423,15.175
15.45,15.029
15.445,14.979
15.506,14.962
15.381,14.942
15.45,14.869
15.37,14.824
15.434,14.862
15.436,14.826
15.465,14.746
15.376,14.685
15.34,14.619
15.268,14.594
15.269,14.535
15.29,14.477
15.175,14.477
15.029,14.416
14.979,14.415
14.962,14.395
14.942,14.381
14.869,14.302
14.824,14.157
14.862,14.168
14.826,14.184
14.746,14.142
14.685,14.091
14.619,14.064
14.594,14.051
14.535,14.096
14.477,14.01
14.477,13.991
14.416,13.967
14.415,13.902
14.395,13.853
14.381,13.795
14.302,13.753
14.157,13.582
14.168,13.509
14.184,13.454
14.142,13.361
14.091,13.369
14.064,13.299
14.051,13.284
14.096,13.271
14.01,13.186
13.991,13.133
13.967,13.058
13.902,13.003
13.853,12.943
13.795,12.903
13.753,12.881
13.582,12.825
13.509,12.638
13.454,12.603
13.361,12.535
13.369,12.463
13.299,12.443
13.284,12.347
13.271,12.257
13.186,12.195
13.133,12.232
13.058,12.138
13.003,12.081
12.943,12.037
12.903,11.935
12.881,11.877
12.825,11.803
12.638,11.752
12.603,11.661
12.535,11.59
12.463,11.545
12.443,11.437
12.347,11.346
12.257,11.271
12.195,11.153
12.232,11.066
12.138,10.994
12.081,10.945
12.037,10.848
11.935,10.73
11.877,10.662
11.803,10.587
11.752,10.365
11.661,10.36
11.59,10.293
11.545,10.25
11.437,10.188
11.346,10.101
11.271,10.041
11.153,9.99
11.066,9.929
10.994,9.82
10.945,9.699
10.848,9.688
10.73,9.655
10.662,9.634
10.587,9.523
10.365,9.414
10.36,9.318
10.293,9.275
10.25,9.215
10.188,9.144
10.101,9.037
10.041,8.972
9.99,8.889
9.929,8.812
9.82,8.727
9.699,8.72
9.688,8.71
9.655,8.621
9.634,8.577
9.523,8.493
9.414,8.41
9.318,8.309
9.275,8.201
9.215,8.243
9.144,8.198
9.037,8.146
8.972,8.056
8.889,8.002
8.812,7.94
8.727,7.869
8.72,7.793
8.71,7.744
8.621,7.76
8.577,7.68
8.493,7.571
8.41,7.427
8.309,7.469
8.201,7.467
8.243,7.377
8.198,7.318
8.146,7.292
8.056,7.186
8.002,7.16
7.94,7.188
7.869,7.103
7.793,7.064
7.744,7.031
7.76,6.956
7.68,6.856
7.571,6.796
7.427,6.796
7.469,6.777
7.467,6.705
7.377,6.705
7.318,6.639
7.292,6.634
7.186,6.58
7.16,6.514
7.188,6.496
7.103,6.482
7.064,6.469
7.031,6.482
6.956,6.403
6.856,6.439
6.796,6.469
6.796,6.429
6.777,6.407
6.705,6.352
6.705,6.293
6.639,6.316
6.634,6.39
6.58,6.434
6.514,6.561
6.496,6.573
6.482,6.549
6.469,6.512
6.482,6.573
6.403,6.55
6.439,6.605
6.469,6.69
6.429,6.858
6.407,6.972
6.352,7.248
6.293,7.405
6.316,7.571
6.39,7.67
6.434,7.756
6.561,7.825
6.573,7.893
6.549,7.912
6.512,8.008
6.573,8.065
6.55,8.071
6.605,8.182
6.69,8.178
6.858,8.24
6.972,8.266
7.248,8.406
7.405,8.547
7.571,8.683
7.67,8.649
7.756,8.733
7.825,8.89
7.893,8.943
7.912,9.077
8.008,9.19
8.065,9.2
8.071,9.115
8.182,9.185
8.178,9.193
8.24,9.27
8.266,9.279
8.406,9.358
8.547,9.523
8.683,9.678
8.649,9.76
8.733,9.782
8.89,9.774
8.943,9.776
9.077,9.871
9.19,9.905
9.2,9.945
9.115,10.035
9.185,10.127
9.193,10.257
9.27,10.319
9.279,10.377
9.358,10.462
9.523,10.497
9.678,10.525
9.76,10.607
9.782,10.705
9.774,10.715
9.776,10.772
9.871,10.794
9.905,10.857
9.945,10.975
10.035,11.043
10.127,11.088
10.257,11.198
10.319,11.256
10.377,11.289
10.462,11.306
10.497,11.543
10.525,11.674
10.607,11.699
10.705,11.752
10.715,11.844
10.772,11.955
10.794,12.239
10.857,12.199
10.975,12.232
11.043,12.258
11.088,12.285
11.198,12.386
11.256,12.465
11.289,12.559
11.306,12.596
11.543,12.688
11.674,12.84
11.699,13.041
11.752,13.076
11.844,13.164
11.955,13.23
12.239,13.315
12.199,13.405
12.232,13.53
12.258,13.543
12.285,13.575
12.386,13.535
12.465,13.641
12.559,13.685
12.596,13.784
12.688,13.78
12.84,13.823
13.041,13.886
13.076,13.884
13.164,13.913
13.23,13.89
13.315,14.044
13.405,14.089
13.53,14.239
13.543,14.312
13.575,14.24
13.535,14.265
13.641,14.332
13.685,14.347
13.784,14.407
13.78,14.473
13.823,14.434
13.886,14.402
13.884,14.388
13.913,14.459
13.89,14.432
14.044,14.37
14.089,14.386
14.239,14.503
14.312,14.602
14.24,14.622
14.265,14.599
14.332,14.596
14.347,14.67
14.407,14.745
14.473,14.837
14.434,14.952
14.402,14.947
14.388,14.951
14.459,15.034
14.432,14.986
14.37,14.978
14.386,15.1
14.503,15.178
14.602,15.203
14.622,15.279
14.599,15.297
14.596,15.315
14.67,15.336
14.745,15.377
14.837,15.395
14.952,15.414
14.947,15.365
14.951,15.373
15.034,15.419
14.986,15.473
14.978,15.49
15.1,15.481
15.178,15.456
15.203,15.463
15.279,15.44
15.297,15.468
15.315,15.507
15.336,15.523
15.377,15.402
15.395,15.26
15.414,15.171
15.365,15.182
15.373,15.217
15.419,15.327
15.473,15.234
15.49,15.178
15.481,15.257
15.456,15.33
15.463,15.343
15.44,15.384
15.468,15.381
15.507,15.425
15.523,15.301
15.402,15.303
15.26,15.38
15.171,15.392
15.182,15.355
15.217,15.452
15.327,15.419
15.234,15.485
15.178,15.472
15.257,15.515
15.33,15.538
15.343,15.561
15.384,15.555
15.381,15.541
15.425,15.544
15.301,15.599
15.303,15.627
15.38,15.6
15.392,15.486
15.355,15.44
15.452,15.461
15.419,15.423
15.485,15.494
15.472,15.46
15.515,15.435
15.538,15.367
15.561,15.376
15.555,15.261
15.541,15.269
15.544,15.275
15.599,15.392
15.627,15.3
15.6,15.263
15.486,15.185
15.44,15.163
15.461,15.111
15.423,14.947
15.494,14.753
15.46,14.72
15.435,14.746
15.367,14.704
15.376,14.767
15.261,14.714
15.269,14.686
15.275,14.603
15.392,14.631
15.3,14.572
15.263,14.513
15.185,14.35
15.163,14.321
15.111,14.342
14.947,14.306
14.753,14.26
14.72,14.159
14.746,14.141
14.704,14.111
14.767,14.119
14.714,14.12
14.686,14.084
14.603,14.006
14.631,13.9
14.572,13.872
14.513,13.806
14.35,13.74
14.321,13.65
14.342,13.638
14.306,13.556
14.26,13.542
14.159,13.464
14.141,13.399
14.111,13.371
14.119,13.307
14.12,13.291
14.084,13.289
14.006,13.331
13.9,13.298
13.872,13.254
13.806,13.195
13.74,13.058
13.65,12.857
13.638,12.823
13.556,12.78
13.542,12.752
13.464,12.728
13.399,12.688
13.371,12.56
13.307,12.466
13.291,12.345
13.289,12.346
13.331,12.344
13.298,12.254
13.254,12.188
13.195,12.064
13.058,11.969
12.857,11.818
12.823,11.722
12.78,11.642
12.752,11.511
12.728,11.451
12.688,11.203
12.56,11.028
12.466,10.922
12.345,10.842
12.346,10.812
12.344,10.722
12.254,10.737
12.188,10.635
12.064,10.601
11.969,10.565
11.818,10.33
11.722,10.308
11.642,10.248
11.511,10.148
11.451,10.053
11.203,10.031
11.028,9.976
10.922,9.936
10.842,9.888
10.812,9.846
10.722,9.809
10.737,9.786
10.635,9.658
10.601,9.68
10.565,9.622
10.33,9.62
10.308,9.43
10.248,9.427
10.148,9.368
10.053,9.374
10.031,9.343
9.976,9.171
9.936,9.097
9.888,9.035
9.846,8.953
9.809,8.908
9.786,8.788
9.658,8.618
9.68,8.633
9.622,8.56
9.62,8.493
9.43,8.389
9.427,8.325
9.368,8.299
9.374,8.255
9.343,8.05
9.171,8.028
9.097,7.957
9.035,7.878
8.953,7.848
8.908,7.693
8.788,7.582
8.618,7.503
8.633,7.383
8.56,7.341
8.493,7.289
8.389,7.209
8.325,7.166
8.299,7.109
8.255,6.995
8.05,6.861
8.028,6.752
7.957,6.647
7.878,6.538
7.848,6.443
7.693,6.449
7.582,6.454
7.503,6.482
7.383,6.365
7.341,6.298
7.289,6.204
7.209,6.201
7.166,6.192
7.109,6.062
6.995,6.03
6.861,6.0
6.752,5.893
6.647,5.917
6.538,5.864
6.443,5.844
6.449,5.828
6.454,5.755
6.482,5.737
6.365,5.676
6.298,5.791
6.204,5.905
6.201,5.873
6.192,5.805
6.062,5.781
6.03,5.828
6.0,5.891
5.893,6.038
5.917,6.11
5.864,6.16
5.844,6.375
5.828,6.535
5.755,6.63
5.737,6.72
5.676,6.761
5.791,6.79
5.905,6.826
5.873,6.889
5.805,7.083
5.781,7.129
5.828,7.177
5.891,7.258
6.038,7.487
6.11,7.62
6.16,7.687
6.375,7.797
6.535,7.871
6.63,8.057
6.72,8.198
6.761,8.351
6.79,8.397
6.826,8.52
6.889,8.643
7.083,8.718
7.129,8.805
7.177,8.821
7.258,8.945
7.487,9.074
7.62,9.168
7.687,9.312
7.797,9.347
7.871,9.46
8.057,9.503
8.198,9.522
8.351,9.643
8.397,9.676
8.52,9.722
8.643,9.793
8.718,9.903
8.805,10.102
8.821,10.233
8.945,10.198
9.074,10.193
9.168,10.222
9.312,10.243
9.347,10.253
9.46,10.336
9.503,10.48
9.522,10.439
9.643,10.476
9.676,10.647
9.722,10.94
9.793,10.921
9.903,10.846
10.102,10.899
10.233,10.921
10.198,11.012
10.193,11.006
10.222,11.083
10.243,11.082
10.253,11.117
10.336,11.136
10.48,11.202
10.439,11.168
10.476,11.237
10.647,11.345
10.94,11.352
10.921,11.347
10.846,11.458
10.899,11.705
10.921,11.745
11.012,11.757
11.006,11.785
11.083,11.859
11.082,12.091
11.117,12.154
11.136,12.177
11.202,12.232
11.168,12.282
11.237,12.506
11.345,12.587
11.352,12.426
11.347,12.44
11.458,12.506
11.705,12.632
11.745,12.746
11.757,12.744
11.785,12.81
11.859,12.783
12.091,13.021
12.154,13.059
12.177,13.177
12.232,13.215
12.282,13.434
12.506,13.436
12.587,13.385
12.426,13.302
12.44,13.257
12.506,13.273
12.632,13.351
12.746,13.442
12.744,13.539
12.81,13.63
12.783,13.657
13.021,13.678
13.059,13.806
13.177,13.761
13.215,13.892
13.434,13.797
13.436,13.938
13.385,14.139
13.302,14.041
13.257,13.97
13.273,13.908
13.351,13.981
13.442,14.109
13.539,14.211
13.63,14.315
13.657,14.344
13.678,14.454
13.806,14.475
13.761,14.456
13.892,14.583
13.797,14.625
13.938,14.728
14.139,14.778
14.041,14.882
13.97,14.868
13.908,14.906
13.981,14.98
14.109,14.938
14.211,14.991
14.315,14.959
14.344,14.946
14.454,15.094
14.475,15.122
14.456,15.114
14.583,15.195
14.625,15.168
14.728,15.195
14.778,15.138
14.882,15.112
14.868,15.097
14.906,15.009
14.98,14.991
14.938,15.01
14.991,14.991
14.959,15.0
14.946,15.06
15.094,15.132
15.122,15.156
15.114,15.194
15.195,15.244
15.168,15.234
15.195,15.343
15.138,15.252
15.112,15.235
15.097,15.346
15.009,15.394
14.991,15.381
15.01,15.446
14.991,15.428
15.0,15.498
15.06,15.425
15.132,15.397
15.156,15.444
15.194,15.339
15.244,15.278
15.234,15.325
15.343,15.308
15.252,15.299
15.235,15.342
15.346,15.365
15.394,15.199
15.381,15.13
15.446,15.133
15.428,15.155
15.498,15.113
15.425,15.087
15.397,15.096
15.444,15.028
15.339,15.025
15.278,15.034
15.325,15.146
15.308,15.046
15.299,15.082
15.342,15.079
15.365,15.146
15.199,15.218
15.13,15.219
15.133,15.14
15.155,15.122
15.113,15.078
15.087,15.046
15.096,14.995
15.028,15.039
15.025,15.018
15.034,14.815
15.146,14.798
15.046,14.871
15.082,14.867
15.079,14.698
15.146,14.549
15.218,14.626
15.219,14.551
15.14,14.477
15.122,14.44
15.078,14.274
15.046,14.246
14.995,14.246
15.039,14.317
15.018,14.36
14.815,14.29
14.798,14.409
14.871,14.388
14.867,14.339
14.698,14.205
14.549,14.263
14.626,14.176
14.551,14.096
14.477,14.146
14.44,13.943
14.274,13.891
14.246,13.809
14.246,13.737
14.317,13.74
14.36,13.616
14.29,13.642
14.409,13.586
14.388,13.462
14.339,13.389
14.205,13.269
14.263,13.301
14.176,13.291
14.096,13.278
14.146,13.119
13.943,13.051
13.891,13.083
13.809,13.048
13.737,12.959
13.74,12.886
13.616,12.859
13.642,12.785
13.586,12.724
13.462,12.814
13.389,12.83
13.269,12.805
13.301,12.665
13.291,12.618
13.278,12.553
13.119,12.495
13.051,12.485
13.083,12.316
13.048,12.271
12.959,12.205
12.886,12.151
12.859,12.108
12.785,12.058
12.724,12.05
12.814,11.984
12.83,11.996
12.805,11.885
12.665,11.923
12.618,11.84
12.553,11.815
12.495,11.755
12.485,11.71
12.316,11.706
12.271,11.66
12.205,11.598
12.151,11.573
12.108,11.483
12.058,11.399
12.05,11.4
11.984,11.344
11.996,11.29
11.885,11.247
11.923,11.18
11.84,11.137
11.815,11.028
11.755,10.946
11.71,10.899
11.706,10.703
11.66,10.678
11.598,10.6
11.573,10.519
11.483,10.449
11.399,10.375
11.4,10.352
11.344,10.271
11.29,10.252
11.247,10.087
11.18,10.029
11.137,9.933
11.028,9.77
10.946,9.696
10.899,9.565
10.703,9.454
10.678,9.476
10.6,9.335
10.519,9.264
10.449,9.156
10.375,9.017
10.352,8.957
10.271,8.871
10.252,8.796
10.087,8.824
10.029,8.777
9.933,8.637
9.77,8.465
9.696,8.277
9.565,8.176
9.454,8.142
9.476,8.004
9.335,7.935
9.264,7.891
9.156,7.759
9.017,7.756
8.957,7.686
8.871,7.721
8.796,7.68
8.824,7.671
8.777,7.539
8.637,7.499
8.465,7.45
8.277,7.437
8.176,7.3
8.142,7.195
8.004,7.152
7.935,7.085
7.891,7.088
7.759,6.96
7.756,6.864
7.686,6.872
7.721,6.777
7.68,6.675
7.671,6.722
7.539,6.625
7.499,6.616
7.45,6.554
7.437,6.495
7.3,6.544
7.195,6.352
7.152,6.314
7.085,6.229
7.088,6.16
6.96,6.182
6.864,6.199
6.872,6.272
6.777,6.178
6.675,6.106
6.722,6.011
6.625,6.004
6.616,5.963
6.554,5.943
6.495,5.971
6.544,6.025
6.352,6.005
6.314,6.065
6.229,6.049
6.16,6.178
6.182,6.229
6.199,6.195
6.272,6.254
6.178,6.347
6.106,6.462
6.011,6.483
6.004,6.518
5.963,6.487
5.943,6.467
5.971,6.513
6.025,6.569
6.005,6.626
6.065,6.692
6.049,6.802
6.178,6.99
6.229,7.055
6.195,7.158
6.254,7.296
6.347,7.452
6.462,7.589
6.483,7.764
6.518,7.865
6.487,7.965
6.467,8.097
6.513,8.303
6.569,8.273
6.626,8.38
6.692,8.458
6.802,8.499
6.99,8.569
7.055,8.768
7.158,8.735
7.296,8.763
7.452,8.811
7.589,8.942
7.764,8.967
7.865,9.042
7.965,9.131
8.097,9.216
8.303,9.302
8.273,9.366
8.38,9.332
8.458,9.37
8.499,9.502
8.569,9.607
8.768,9.637
8.735,9.777
8.763,9.829
8.811,9.821
8.942,9.742
8.967,9.751
9.042,9.819
9.131,10.006
9.216,9.939
9.302,9.956
9.366,9.992
9.332,10.056
9.37,10.124
9.502,10.189
9.607,10.247
9.637,10.25
9.777,10.325
9.829,10.371
9.821,10.482
9.742,10.571
9.751,10.669
9.819,10.815
10.006,10.894
9.939,10.942
9.956,11.008
9.992,11.092
10.056,11.154
10.124,11.181
10.189,11.387
10.247,11.663
10.25,11.684
10.325,11.787
10.371,11.809
10.482,11.86
10.571,12.101
10.669,12.177
10.815,12.329
10.894,12.389
10.942,12.431
11.008,12.513
11.092,12.536
11.154,12.599
11.181,12.585
11.387,12.633
11.663,12.689
11.684,12.808
11.787,12.898
11.809,12.883
11.86,12.92
12.101,12.906
12.177,12.863
12.329,12.987
12.389,13.06
12.431,13.053
12.513,13.067
12.536,13.16
12.599,13.244
12.585,13.32
12.633,13.34
12.689,13.461
12.808,13.479
12.898,13.385
12.883,13.418
12.92,13.51
12.906,13.566
12.863,13.722
12.987,13.846
13.06,13.882
13.053,14.028
13.067,14.063
13.16,14.088
13.244,14.133
13.32,14.055
13.34,14.095
13.461,14.088
13.479,14.191
13.385,14.249
13.418,14.318
13.51,14.424
13.566,14.449
13.722,14.539
13.846,14.575
13.882,14.609
14.028,14.715
14.063,14.585
14.088,14.65
14.133,14.625
14.055,14.673
14.095,14.718
14.088,14.764
14.191,14.839
14.249,14.908
14.318,14.894
14.424,14.816
14.449,14.874
14.539,14.867
14.575,14.975
14.609,14.926
14.715,14.999
14.585,14.985
14.65,15.09
14.625,15.215
14.673,15.197
14.718,15.121
14.764,15.173
14.839,15.293
14.908,15.34
14.894,15.381
14.816,15.315
14.874,15.403
14.867,15.337
14.975,15.342
14.926,15.352
14.999,15.355
14.985,15.476
15.09,15.497
15.215,15.532
15.197,15.62
15.121,15.629
15.173,15.637
15.293,15.64
15.34,15.705
15.381,15.742
15.315,15.637
15.403,15.57
15.337,15.538
15.342,15.554
15.352,15.593
15.355,15.604
15.476,15.581
15.497,15.573
15.532,15.557
15.62,15.689
15.629,15.667
15.637,15.702
15.64,15.645
15.705,15.652
15.742,15.604
15.637,15.472
15.57,15.39
15.538,15.383
15.554,15.441
15.593,15.443
15.604,15.467
15.581,15.415
15.573,15.318
15.557,15.271
15.689,15.182
15.667,15.185
15.702,15.149
15.645,15.105
15.652,15.167
15.604,15.161
15.472,15.089
15.39,15.113
15.383,15.101
15.441,15.084
15.443,15.056
15.467,15.093
15.415,15.1
15.318,15.236
15.271,15.109
15.182,15.096
15.185,14.976
15.149,14.87
15.105,14.809
15.167,14.78
15.161,14.806
15.089,14.769
15.113,14.745
15.101,14.711
15.084,14.711
15.056,14.71
15.093,14.599
15.1,14.574
15.236,14.515
15.109,14.496
15.096,14.458
14.976,14.364
14.87,14.302
14.809,14.287
14.78,14.299
14.806,14.235
14.769,14.178
14.745,14.109
14.711,14.043
14.711,14.007
14.71,14.032
14.599,13.967
14.574,13.959
14.515,13.892
14.496,13.828
14.458,13.744
14.364,13.706
14.302,13.652
14.287,13.536
14.299,13.509
14.235,13.425
14.178,13.358
14.109,13.219
14.043,13.098
14.007,13.04
14.032,13.019
13.967,12.98
13.959,12.946
13.892,12.991
13.828,12.906
13.744,12.839
13.706,12.723
13.652,12.641
13.536,12.63
13.509,12.456
13.425,12.409
13.358,12.384
13.219,12.35
13.098,12.291
13.04,12.255
13.019,12.186
12.98,12.121
12.946,12.073
12.991,11.981
12.906,11.95
12.839,11.848
12.723,11.719
12.641,11.555
12.63,11.468
12.456,11.359
12.409,11.381
12.384,11.295
12.35,11.224
12.291,11.168
12.255,11.002
12.186,10.883
12.121,10.795
12.073,10.75
11.981,10.657
11.95,10.61
11.848,10.455
11.719,10.401
11.555,10.355
11.468,10.297
11.359,10.064
11.381,10.032
11.295,9.96
11.224,9.927
11.168,9.775
11.002,9.672
10.883,9.642
10.795,9.578
10.75,9.537
10.657,9.481
10.61,9.446
10.455,9.344
10.401,9.254
10.355,9.189
10.297,9.136
10.064,9.027
10.032,9.022
9.96,8.947
9.927,8.908
9.775,8.776
9.672,8.695
9.642,8.682
9.578,8.648
9.537,8.544
9.481,8.427
9.446,8.415
9.344,8.327
9.254,8.306
9.189,8.2
9.136,8.133
9.027,8.087
9.022,8.079
8.947,8.022
8.908,7.934
8.776,7.941
8.695,7.98
8.682,7.891
8.648,7.836
8.544,7.819
8.427,7.747
8.415,7.694
8.327,7.716
8.306,7.692
8.2,7.566
8.133,7.535
8.087,7.463
8.079,7.451
8.022,7.404
7.934,7.453
7.941,7.344
7.98,7.272
7.891,7.223
7.836,7.186
7.819,7.101
7.747,7.035
7.694,7.07
7.716,6.994
7.692,6.981
7.566,7.023
7.535,6.957
7.463,6.987
7.451,6.889
7.404,6.789
7.453,6.807
7.344,6.787
7.272,6.779
7.223,6.782
7.186,6.746
7.101,6.73
7.035,6.718
7.07,6.724
6.994,6.691
6.981,6.667
7.023,6.632
6.957,6.641
6.987,6.684
6.889,6.657
6.789,6.608
6.807,6.62
6.787,6.589
6.779,6.567
6.782,6.629
6.746,6.64
6.73,6.705
6.718,6.683
6.724,6.746
6.691,6.684
6.667,6.773
6.632,6.806
6.641,6.964
6.684,7.033
6.657,7.084
6.608,7.261
6.62,7.371
6.589,7.477
6.567,7.551
6.629,7.576
6.64,7.67
6.705,7.786
6.683,7.856
6.746,7.942
6.684,7.959
6.773,7.981
6.806,8.005
6.964,8.097
7.033,8.149
7.084,8.214
7.261,8.243
7.371,8.331
7.477,8.449
7.551,8.541
7.576,8.555
7.67,8.566
7.786,8.529
7.856,8.569
7.942,8.642
7.959,8.852
7.981,8.912
8.005,9.007
8.097,9.154
8.149,9.274
8.214,9.324
8.243,9.404
8.331,9.733
8.449,9.762
8.541,9.804
8.555,9.893
8.566,10.076
8.529,10.03
8.569,10.131
8.642,10.178
8.852,10.196
8.912,10.336
9.007,10.41
9.154,10.549
9.274,10.616
9.324,10.732
9.404,10.861
9.733,10.9
9.762,10.959
9.804,11.043
9.893,11.068
10.076,11.109
10.03,11.091
10.131,11.09
10.178,11.096
10.196,11.08
10.336,11.133
10.41,11.179
10.549,11.169
10.616,11.121
10.732,11.151
10.861,11.239
10.9,11.414
10.959,11.468
11.043,11.558
11.068,11.564
11.109,11.607
11.091,11.705
11.09,11.71
11.096,11.747
11.08,11.887
11.133,11.925
11.179,12.115
11.169,12.203
11.121,12.25
11.151,12.309
11.239,12.374
11.414,12.467
11.468,12.59
11.558,12.639
11.564,12.785
11.607,12.851
11.705,12.92
11.71,13.01
11.747,13.098
11.887,13.189
11.925,13.339
12.115,13.325
12.203,13.374
12.25,13.409
12.309,13.416
12.374,13.444
12.467,13.521
12.59,13.59
12.639,13.628
12.785,13.598
12.851,13.623
12.92,13.683
13.01,13.645
13.098,13.875
13.189,13.846
13.339,13.91
13.325,13.925
13.374,13.885
13.409,13.98
13.416,14.163
13.444,14.236
13.521,14.222
13.59,14.313
13.628,14.366
13.598,14.372
13.623,14.429
13.683,14.561
13.645,14.657
13.875,14.674
13.846,14.624
13.91,14.64
13.925,14.668
13.885,14.744
13.98,14.803
14.163,14.923
14.236,14.878
14.222,14.951
14.313,15.039
14.366,15.187
14.372,15.226
14.429,15.186
14.561,15.204
14.657,15.185
14.674,15.133
14.624,15.16
14.64,15.207
14.668,15.255
14.744,15.209
14.803,15.31
14.923,15.228
14.878,15.303
14.951,15.364
15.039,15.384
15.187,15.413
15.226,15.475
15.186,15.526
15.204,15.534
15.185,15.488
15.133,15.549
