Extent,Prediction
10.648,9.304
10.603,9.184
10.481,9.076
10.333,9.038
10.274,8.888
10.252,8.813
10.133,8.707
10.058,8.638
9.9,8.545
9.906,8.505
9.838,8.401
9.744,8.256
9.562,8.185
9.437,8.142
9.358,7.999
9.304,8.015
9.184,8.009
9.076,7.994
9.038,7.915
8.888,7.794
8.813,7.757
8.707,7.73
8.638,7.775
8.545,7.682
8.505,7.674
8.401,7.614
8.256,7.562
8.185,7.536
8.142,7.446
7.999,7.428
8.015,7.4
8.009,7.404
7.994,7.346
7.915,7.286
7.794,7.237
7.757,7.235
7.73,7.319
7.775,7.296
7.682,7.279
7.674,7.234
7.614,7.169
7.562,7.159
7.536,7.212
7.446,7.27
7.428,7.269
7.4,7.252
7.404,7.256
7.346,7.245
7.286,7.28
7.237,7.281
7.235,7.324
7.319,7.361
7.296,7.419
7.279,7.428
7.234,7.483
7.169,7.519
7.159,7.576
7.212,7.641
7.27,7.728
7.269,7.752
7.252,7.85
7.256,7.975
7.245,8.068
7.28,8.137
7.281,8.194
7.324,8.359
7.361,8.387
7.419,8.545
7.428,8.619
7.483,8.732
7.519,8.819
7.576,8.801
7.641,8.885
7.728,8.971
7.752,9.052
7.85,9.097
7.975,9.177
8.068,9.292
8.137,9.281
8.194,9.327
8.359,9.41
8.387,9.422
8.545,9.43
8.619,9.482
8.732,9.473
8.819,9.505
8.801,9.626
8.885,9.743
8.971,9.771
9.052,9.828
9.097,9.794
9.177,9.787
9.292,9.901
9.281,10.019
9.327,10.158
9.41,10.212
9.422,10.376
9.43,10.398
9.482,10.368
9.473,10.431
9.505,10.424
9.626,10.564
9.743,10.653
9.771,10.723
9.828,10.669
9.794,10.756
9.787,10.844
9.901,10.971
10.019,11.051
10.158,11.016
10.212,11.138
10.376,11.361
10.398,11.576
10.368,11.653
10.431,11.81
10.424,11.907
10.564,11.986
10.653,11.98
10.723,12.103
10.669,12.253
10.756,12.273
10.844,12.288
10.971,12.348
11.051,12.424
11.016,12.511
11.138,12.505
11.361,12.715
11.576,12.811
11.653,12.855
11.81,12.998
11.907,13.013
11.986,13.134
11.98,13.189
12.103,13.14
12.253,13.116
12.273,13.212
12.288,13.355
12.348,13.239
12.424,13.298
12.511,13.324
12.505,13.417
12.715,13.479
12.811,13.429
12.855,13.468
12.998,13.57
13.013,13.612
13.134,13.619
13.189,13.672
13.14,13.67
13.116,13.67
13.212,13.666
13.355,13.733
13.239,13.736
13.298,13.792
13.324,13.837
13.417,13.915
13.479,13.945
13.429,14.035
13.468,14.141
13.57,14.25
13.612,14.255
13.619,14.266
13.672,14.22
13.67,14.348
13.67,14.434
13.666,14.493
13.733,14.507
13.736,14.523
13.792,14.593
13.837,14.623
13.915,14.765
13.945,14.899
14.035,14.985
14.141,15.109
14.25,15.138
14.255,15.154
14.266,15.206
14.22,15.175
14.348,15.324
14.434,15.31
14.493,15.394
14.507,15.447
14.523,15.515
14.593,15.551
14.623,15.601
14.765,15.548
14.899,15.507
14.985,15.462
15.109,15.449
15.138,15.475
15.154,15.555
15.206,15.51
15.175,15.52
15.324,15.525
15.31,15.65
15.394,15.707
15.447,15.778
15.515,15.933
15.551,15.796
15.601,15.726
15.548,15.744
15.507,15.634
15.462,15.652
15.449,15.637
15.475,15.763
15.555,15.82
15.51,15.798
15.52,15.819
15.525,15.799
15.65,15.885
15.707,15.874
15.778,15.749
15.933,15.553
15.796,15.525
15.726,15.611
15.744,15.711
15.634,15.754
15.652,15.825
15.637,15.839
15.763,15.764
15.82,15.882
15.798,15.888
15.819,15.878
15.799,15.914
15.885,15.929
15.874,15.906
15.749,15.985
15.553,15.965
15.525,16.048
15.611,16.031
15.711,15.865
15.754,15.835
15.825,15.86
15.839,15.784
15.764,15.635
15.882,15.656
15.888,15.734
15.878,15.732
15.914,15.776
15.929,15.775
15.906,15.719
15.985,15.754
15.965,15.699
16.048,15.67
16.031,15.74
15.865,15.736
15.835,15.63
15.86,15.598
15.784,15.527
15.635,15.466
15.656,15.398
15.734,15.38
15.732,15.381
15.776,15.396
15.775,15.348
15.719,15.257
15.754,15.286
15.699,15.319
15.67,15.296
15.74,15.273
15.736,15.248
15.63,15.19
15.598,15.182
15.527,15.168
15.466,15.079
15.398,15.015
15.38,14.957
15.381,15.032
15.396,14.88
15.348,14.802
15.257,14.837
15.286,14.758
15.319,14.717
15.296,14.509
15.273,14.391
15.248,14.341
15.19,14.285
15.182,14.172
15.168,14.134
15.079,14.028
15.015,14.036
14.957,13.955
15.032,13.902
14.88,13.862
14.802,13.872
14.837,13.797
14.758,13.674
14.717,13.657
14.509,13.604
14.391,13.599
14.341,13.571
14.285,13.469
14.172,13.37
14.134,13.307
14.028,13.21
14.036,13.188
13.955,13.061
13.902,13.044
13.862,12.957
13.872,12.929
13.797,12.887
13.674,12.9
13.657,12.812
13.604,12.75
13.599,12.758
13.571,12.681
13.469,12.665
13.37,12.564
13.307,12.431
13.21,12.429
13.188,12.363
13.061,12.375
13.044,12.342
12.957,12.297
12.929,12.278
12.887,12.254
12.9,12.248
12.812,12.145
12.75,12.095
12.758,12.097
12.681,12.024
12.665,11.984
12.564,11.907
12.431,11.821
12.429,11.842
12.363,11.826
12.375,11.709
12.342,11.668
12.297,11.637
12.278,11.58
12.254,11.575
12.248,11.514
12.145,11.45
12.095,11.346
12.097,11.318
12.024,11.304
11.984,11.199
11.907,11.069
11.821,10.845
11.842,10.809
11.826,10.751
11.709,10.67
11.668,10.571
11.637,10.416
11.58,10.176
11.575,10.098
11.514,10.003
11.45,9.909
11.346,9.735
11.318,9.619
11.304,9.583
11.199,9.488
11.069,9.449
10.845,9.326
10.809,9.293
10.751,9.172
10.67,9.062
10.571,9.047
10.416,9.068
10.176,8.944
10.098,8.849
10.003,8.827
9.909,8.76
9.735,8.679
9.619,8.594
9.583,8.5
9.488,8.498
9.449,8.518
9.326,8.508
9.293,8.306
9.172,8.204
9.062,8.134
9.047,8.128
9.068,8.119
8.944,8.07
8.849,7.96
8.827,7.912
8.76,7.852
8.679,7.757
8.594,7.633
8.5,7.56
8.498,7.443
8.518,7.41
8.508,7.326
8.306,7.247
8.204,7.208
8.134,7.194
8.128,7.12
8.119,7.079
8.07,7.009
7.96,6.934
7.912,6.856
7.852,6.814
7.757,6.853
7.633,6.714
7.56,6.633
7.443,6.528
7.41,6.469
7.326,6.464
7.247,6.449
7.208,6.348
7.194,6.321
7.12,6.304
7.079,6.265
7.009,6.205
6.934,6.163
6.856,6.162
6.814,6.175
6.853,6.218
6.714,6.206
6.633,6.22
6.528,6.201
6.469,6.161
6.464,6.189
6.449,6.189
6.348,6.212
6.321,6.295
6.304,6.352
6.265,6.365
6.205,6.391
6.163,6.341
6.162,6.401
6.175,6.457
6.218,6.52
6.206,6.64
6.22,6.778
6.201,6.9
6.161,6.91
6.189,6.99
6.189,7.021
6.212,7.251
6.295,7.312
6.352,7.292
6.365,7.401
6.391,7.65
6.341,7.862
6.401,8.057
6.457,8.188
6.52,8.336
6.64,8.376
6.778,8.535
6.9,8.713
6.91,8.883
6.99,8.935
7.021,8.908
7.251,8.873
7.312,8.886
7.292,8.939
7.401,8.999
7.65,9.046
7.862,9.147
8.057,9.233
8.188,9.358
8.336,9.522
8.376,9.596
8.535,9.62
8.713,9.684
8.883,9.776
8.935,9.849
8.908,9.985
8.873,10.158
8.886,10.29
8.939,10.424
8.999,10.553
9.046,10.639
9.147,10.7
9.233,10.794
9.358,10.874
9.522,10.988
9.596,11.031
9.62,11.032
9.684,11.082
9.776,11.14
9.849,11.286
9.985,11.326
10.158,11.422
10.29,11.361
10.424,11.413
10.553,11.435
10.639,11.511
10.7,11.61
10.794,11.55
10.874,11.594
10.988,11.653
11.031,11.746
11.032,11.889
11.082,11.917
11.14,11.994
11.286,12.04
11.326,12.108
11.422,12.16
11.361,12.288
11.413,12.345
11.435,12.431
11.511,12.475
11.61,12.633
11.55,12.69
11.594,12.772
11.653,12.97
11.746,13.033
11.889,13.147
11.917,13.225
11.994,13.246
12.04,13.188
12.108,13.281
12.16,13.354
12.288,13.414
12.345,13.453
12.431,13.59
12.475,13.645
12.633,13.783
12.69,13.678
12.772,13.68
12.97,13.623
13.033,13.631
13.147,13.786
13.225,13.867
13.246,13.903
13.188,13.886
13.281,13.927
13.354,13.977
13.414,13.967
13.453,14.095
13.59,14.11
13.645,14.042
13.783,14.168
13.678,14.231
13.68,14.295
13.623,14.381
13.631,14.322
13.786,14.397
13.867,14.476
13.903,14.515
13.886,14.58
13.927,14.595
13.977,14.617
13.967,14.685
14.095,14.757
14.11,14.807
14.042,14.895
14.168,14.865
14.231,14.894
14.295,14.948
14.381,14.933
14.322,15.021
14.397,15.054
14.476,15.089
14.515,15.141
14.58,15.255
14.595,15.299
14.617,15.359
14.685,15.4
14.757,15.397
14.807,15.409
14.895,15.42
14.865,15.438
14.894,15.429
14.948,15.479
14.933,15.515
15.021,15.474
15.054,15.521
15.089,15.46
15.141,15.525
15.255,15.539
15.299,15.541
15.359,15.549
15.4,15.579
15.397,15.492
15.409,15.507
15.42,15.549
15.438,15.581
15.429,15.624
15.479,15.701
15.515,15.77
15.474,15.738
15.521,15.686
15.46,15.682
15.525,15.613
15.539,15.592
15.541,15.641
15.549,15.679
15.579,15.675
15.492,15.765
15.507,15.729
15.549,15.735
15.581,15.711
15.624,15.658
15.701,15.634
15.77,15.601
15.738,15.491
15.686,15.502
15.682,15.55
15.613,15.521
15.592,15.559
15.641,15.589
15.679,15.607
15.675,15.562
15.765,15.498
15.729,15.475
15.735,15.45
15.711,15.368
15.658,15.399
15.634,15.399
15.601,15.502
15.491,15.543
15.502,15.494
15.55,15.523
15.521,15.553
15.559,15.555
15.589,15.551
15.607,15.485
15.562,15.478
15.498,15.47
15.475,15.357
15.45,15.307
15.368,15.241
15.399,15.146
15.399,15.142
15.502,15.095
15.543,15.076
15.494,15.088
15.523,15.116
15.553,15.052
15.555,14.997
15.551,15.004
15.485,14.962
15.478,14.89
15.47,14.839
15.357,14.78
15.307,14.792
15.241,14.754
15.146,14.776
15.142,14.773
15.095,14.65
15.076,14.634
15.088,14.632
15.116,14.618
15.052,14.635
14.997,14.578
15.004,14.519
14.962,14.418
14.89,14.3
14.839,14.126
14.78,14.187
14.792,14.147
14.754,14.099
14.776,14.105
14.773,14.123
14.65,14.028
14.634,13.941
14.632,13.91
14.618,13.906
14.635,13.871
14.578,13.842
14.519,13.804
14.418,13.782
14.3,13.707
14.126,13.668
14.187,13.655
14.147,13.61
14.099,13.517
14.105,13.502
14.123,13.461
14.028,13.384
13.941,13.296
13.91,13.188
13.906,13.157
13.871,13.127
13.842,13.11
13.804,13.112
13.782,13.039
13.707,12.985
13.668,12.967
13.655,12.779
13.61,12.696
13.517,12.599
13.502,12.575
13.461,12.543
13.384,12.52
13.296,12.487
13.188,12.383
13.157,12.301
13.127,12.295
13.11,12.304
13.112,12.239
13.039,12.133
12.985,12.137
12.967,12.066
12.779,11.968
12.696,11.911
12.599,11.896
12.575,11.826
12.543,11.777
12.52,11.743
12.487,11.68
12.383,11.704
12.301,11.626
12.295,11.507
12.304,11.442
12.239,11.426
12.133,11.356
12.137,11.341
12.066,11.232
11.968,11.091
11.911,11.0
11.896,10.94
11.826,10.905
11.777,10.869
11.743,10.844
11.68,10.737
11.704,10.719
11.626,10.578
11.507,10.498
11.442,10.441
11.426,10.402
11.356,10.304
11.341,10.157
11.232,10.013
11.091,9.955
11.0,9.821
10.94,9.761
10.905,9.658
10.869,9.534
10.844,9.379
10.737,9.273
10.719,9.268
10.578,9.218
10.498,9.104
10.441,9.08
10.402,9.007
10.304,8.937
10.157,8.824
10.013,8.734
9.955,8.629
9.821,8.505
9.761,8.377
9.658,8.37
9.534,8.344
9.379,8.229
9.273,8.209
9.268,8.089
9.218,7.956
9.104,7.912
9.08,7.816
9.007,7.724
8.937,7.709
8.824,7.627
8.734,7.545
8.629,7.588
8.505,7.533
8.377,7.428
8.37,7.381
8.344,7.446
8.229,7.367
8.209,7.272
8.089,7.339
7.956,7.334
7.912,7.273
7.816,7.282
7.724,7.197
7.709,7.24
7.627,7.242
7.545,7.258
7.588,7.161
7.533,7.065
7.428,7.072
7.381,7.023
7.446,7.027
7.367,6.946
7.272,6.934
7.339,6.956
7.334,6.995
7.273,6.973
7.282,6.992
7.197,6.938
7.24,6.97
7.242,7.019
7.258,6.945
7.161,6.975
7.065,7.027
7.072,7.145
7.023,7.096
7.027,7.118
6.946,7.139
6.934,7.19
6.956,7.182
6.995,7.185
6.973,7.192
6.992,7.243
6.938,7.303
6.97,7.362
7.019,7.376
6.945,7.427
6.975,7.617
7.027,7.761
7.145,7.894
7.096,7.954
7.118,7.983
7.139,8.005
7.19,8.15
7.182,8.117
7.185,8.168
7.192,8.11
7.243,8.176
7.303,8.27
7.362,8.364
7.376,8.445
7.427,8.458
7.617,8.542
7.761,8.652
7.894,8.781
7.954,8.924
7.983,9.053
8.005,9.079
8.15,9.231
8.117,9.354
8.168,9.412
8.11,9.564
8.176,9.694
8.27,9.776
8.364,9.851
8.445,9.953
8.458,10.01
8.542,10.07
8.652,10.154
8.781,10.18
8.924,10.241
9.053,10.293
9.079,10.342
9.231,10.422
9.354,10.545
9.412,10.576
9.564,10.665
9.694,10.685
9.776,10.671
9.851,10.817
9.953,10.845
10.01,10.944
10.07,10.971
10.154,11.016
10.18,11.022
10.241,11.042
10.293,11.114
10.342,11.17
10.422,11.27
10.545,11.348
10.576,11.431
10.665,11.513
10.685,11.487
10.671,11.592
10.817,11.744
10.845,11.862
10.944,11.938
10.971,12.023
11.016,12.034
11.022,12.073
11.042,12.284
11.114,12.363
11.17,12.478
11.27,12.639
11.348,12.574
11.431,12.632
11.513,12.649
11.487,12.816
11.592,12.907
11.744,13.004
11.862,13.061
11.938,13.055
12.023,13.033
12.034,13.069
12.073,13.158
12.284,13.301
12.363,13.365
12.478,13.509
12.639,13.55
12.574,13.577
12.632,13.624
12.649,13.673
12.816,13.706
12.907,13.782
13.004,13.765
13.061,13.83
13.055,13.919
13.033,13.899
13.069,14.024
13.158,14.074
13.301,14.108
13.365,14.145
13.509,14.258
13.55,14.335
13.577,14.288
13.624,14.304
13.673,14.325
13.706,14.364
13.782,14.344
13.765,14.31
13.83,14.263
13.919,14.336
13.899,14.479
14.024,14.518
14.074,14.619
14.108,14.56
14.145,14.588
14.258,14.69
14.335,14.668
14.288,14.737
14.304,14.764
14.325,14.793
14.364,14.801
14.344,14.826
14.31,14.758
14.263,14.802
14.336,14.76
14.479,14.794
14.518,14.867
14.619,14.96
14.56,14.956
14.588,14.966
14.69,15.054
14.668,15.086
14.737,15.094
14.764,15.139
14.793,15.259
14.801,15.212
14.826,15.213
14.758,15.251
14.802,15.238
14.76,15.19
14.794,15.197
14.867,15.281
14.96,15.194
14.956,15.173
14.966,15.173
15.054,15.181
15.086,15.266
15.094,15.228
15.139,15.267
15.259,15.245
15.212,15.264
15.213,15.21
15.251,15.227
15.238,15.352
15.19,15.358
15.197,15.296
15.281,15.301
15.194,15.37
15.173,15.344
15.173,15.318
15.181,15.271
15.266,15.326
15.228,15.296
15.267,15.359
15.245,15.3
15.264,15.333
15.21,15.352
15.227,15.239
15.352,15.203
15.358,15.138
15.296,15.182
15.301,15.12
15.37,15.124
15.344,15.191
15.318,15.243
15.271,15.206
15.326,15.167
15.296,15.251
15.359,15.288
15.3,15.3
15.333,15.271
15.352,15.256
15.239,15.217
15.203,15.193
15.138,15.261
15.182,15.289
15.12,15.304
15.124,15.339
15.191,15.384
15.243,15.219
15.206,15.118
15.167,15.108
15.251,14.977
15.288,14.906
15.3,14.937
15.271,14.923
15.256,14.871
15.217,14.71
15.193,14.686
15.261,14.593
15.289,14.596
15.304,14.536
15.339,14.458
15.384,14.483
15.219,14.34
15.118,14.325
15.108,14.337
14.977,14.35
14.906,14.261
14.937,14.231
14.923,14.161
14.871,14.06
14.71,14.006
14.686,13.984
14.593,13.951
14.596,13.925
14.536,13.882
14.458,13.814
14.483,13.71
14.34,13.556
14.325,13.539
14.337,13.54
14.35,13.515
14.261,13.449
14.231,13.437
14.161,13.419
14.06,13.404
14.006,13.36
13.984,13.379
13.951,13.388
13.925,13.35
13.882,13.321
13.814,13.245
13.71,13.212
13.556,13.107
13.539,13.068
13.54,12.951
13.515,12.859
13.449,12.775
13.437,12.662
13.419,12.559
13.404,12.495
13.36,12.436
13.379,12.348
13.388,12.335
13.35,12.349
13.321,12.298
13.245,12.295
13.212,12.268
13.107,12.215
13.068,12.096
12.951,12.048
12.859,11.995
12.775,11.987
12.662,11.969
12.559,11.882
12.495,11.844
12.436,11.84
12.348,11.753
12.335,11.768
12.349,11.657
12.298,11.656
12.295,11.583
12.268,11.551
12.215,11.523
12.096,11.509
12.048,11.399
11.995,11.311
11.987,11.314
11.969,11.253
11.882,11.147
11.844,11.055
11.84,11.08
11.753,10.983
11.768,11.016
11.657,10.967
11.656,10.895
11.583,10.798
11.551,10.704
11.523,10.63
11.509,10.423
11.399,10.346
11.311,10.294
11.314,10.256
11.253,10.137
11.147,9.894
11.055,9.754
11.08,9.672
10.983,9.655
11.016,9.477
10.967,9.389
10.895,9.273
10.798,9.197
10.704,9.131
10.63,9.029
10.423,8.958
10.346,8.88
10.294,8.723
10.256,8.645
10.137,8.564
9.894,8.496
9.754,8.461
9.672,8.39
9.655,8.314
9.477,8.158
9.389,8.049
9.273,7.988
9.197,7.939
9.131,7.813
9.029,7.709
8.958,7.586
8.88,7.513
8.723,7.378
8.645,7.393
8.564,7.298
8.496,7.255
8.461,7.196
8.39,7.105
8.314,7.008
8.158,6.946
8.049,6.898
7.988,6.859
7.939,6.791
7.813,6.748
7.709,6.721
7.586,6.699
7.513,6.651
7.378,6.675
7.393,6.624
7.298,6.642
7.255,6.614
7.196,6.575
7.105,6.551
7.008,6.398
6.946,6.369
6.898,6.402
6.859,6.357
6.791,6.295
6.748,6.306
6.721,6.284
6.699,6.264
6.651,6.26
6.675,6.189
6.624,6.15
6.642,6.076
6.614,6.012
6.575,6.013
6.551,6.035
6.398,6.016
6.369,6.059
6.402,6.02
6.357,6.106
6.295,6.116
6.306,6.104
6.284,6.068
6.264,6.053
6.26,6.054
6.189,6.068
6.15,6.039
6.076,6.037
6.012,6.087
6.013,6.132
6.035,6.116
6.016,6.099
6.059,6.106
6.02,6.107
6.106,6.075
6.116,6.11
6.104,6.121
6.068,6.122
6.053,6.075
6.054,6.039
6.068,6.163
6.039,6.188
6.037,6.2
6.087,6.173
6.132,6.256
6.116,6.309
6.099,6.375
6.106,6.413
6.107,6.488
6.075,6.523
6.11,6.605
6.121,6.772
6.122,7.011
6.075,7.322
6.039,7.65
6.163,7.875
6.188,8.031
6.2,8.263
6.173,8.435
6.256,8.514
6.309,8.706
6.375,8.962
6.413,9.116
6.488,9.13
6.523,9.211
6.605,9.315
6.772,9.438
7.011,9.659
7.322,9.818
7.65,9.857
7.875,9.919
8.031,10.003
8.263,10.104
8.435,10.142
8.514,10.127
8.706,10.027
8.962,10.081
9.116,10.107
9.13,10.21
9.211,10.337
9.315,10.31
9.438,10.358
9.659,10.425
9.818,10.51
9.857,10.493
9.919,10.625
10.003,10.806
10.104,10.76
10.142,10.889
10.127,10.935
10.027,10.951
10.081,11.025
10.107,11.012
10.21,11.149
10.337,11.258
10.31,11.37
10.358,11.505
10.425,11.646
10.51,11.832
10.493,11.853
10.625,11.976
10.806,12.195
10.76,12.305
10.889,12.37
10.935,12.445
10.951,12.494
11.025,12.501
11.012,12.475
11.149,12.462
11.258,12.531
11.37,12.656
11.505,12.617
11.646,12.558
11.832,12.648
11.853,12.707
11.976,12.84
12.195,13.003
12.305,12.923
12.37,12.93
12.445,12.995
12.494,13.133
12.501,13.182
12.475,13.22
12.462,13.289
12.531,13.305
12.656,13.344
12.617,13.363
12.558,13.422
12.648,13.583
12.707,13.641
12.84,13.707
13.003,13.702
12.923,13.804
12.93,13.818
12.995,13.786
13.133,13.791
13.182,13.839
13.22,13.877
13.289,14.007
13.305,13.976
13.344,13.941
13.363,13.915
13.422,13.95
13.583,13.951
13.641,14.095
13.707,14.025
13.702,14.037
13.804,14.15
13.818,14.22
13.786,14.237
13.791,14.318
13.839,14.338
13.877,14.256
14.007,14.373
13.976,14.423
13.941,14.467
13.915,14.598
13.95,14.405
13.951,14.527
14.095,14.625
14.025,14.532
14.037,14.653
14.15,14.673
14.22,14.706
14.237,14.798
14.318,14.803
14.338,14.818
14.256,14.873
14.373,14.974
14.423,15.058
14.467,15.164
14.598,15.191
14.405,15.224
14.527,15.174
14.625,15.119
14.532,15.088
14.653,15.162
14.673,15.235
14.706,15.087
14.798,15.157
14.803,15.272
14.818,15.319
14.873,15.455
14.974,15.484
15.058,15.398
15.164,15.406
15.191,15.386
15.224,15.301
15.174,15.234
15.119,15.2
15.088,15.218
15.162,15.186
15.235,15.23
15.087,15.232
15.157,15.277
15.272,15.245
15.319,15.284
15.455,15.326
15.484,15.334
15.398,15.337
15.406,15.259
15.386,15.273
15.301,15.214
15.234,15.202
15.2,15.214
15.218,15.169
15.186,15.188
15.23,15.118
15.232,15.07
15.277,15.021
15.245,14.997
15.284,15.007
15.326,15.047
15.334,15.086
15.337,14.998
15.259,14.966
15.273,14.895
15.214,14.925
15.202,14.916
15.214,14.976
15.169,15.006
15.188,15.016
15.118,14.979
15.07,14.827
15.021,14.7
14.997,14.63
15.007,14.534
15.047,14.476
15.086,14.404
14.998,14.373
14.966,14.343
14.895,14.35
14.925,14.359
14.916,14.324
14.976,14.299
15.006,14.268
15.016,14.245
14.979,14.213
14.827,14.16
14.7,14.128
14.63,14.126
14.534,14.109
14.476,14.071
14.404,14.106
14.373,14.102
14.343,14.097
14.35,14.093
14.359,13.991
14.324,13.969
14.299,13.916
14.268,13.885
14.245,13.759
14.213,13.619
14.16,13.547
14.128,13.541
14.126,13.539
14.109,13.516
14.071,13.49
14.106,13.43
14.102,13.312
14.097,13.329
14.093,13.307
13.991,13.281
13.969,13.165
13.916,13.1
13.885,13.079
13.759,13.051
13.619,13.017
13.547,13.045
13.541,13.039
13.539,13.06
13.516,13.021
13.49,13.05
13.43,13.009
13.312,12.938
13.329,12.934
13.307,12.881
13.281,12.841
13.165,12.783
13.1,12.758
13.079,12.814
13.051,12.76
13.017,12.668
13.045,12.626
13.039,12.494
13.06,12.486
13.021,12.439
13.05,12.419
13.009,12.39
12.938,12.391
12.934,12.344
12.881,12.311
12.841,12.26
12.783,12.239
12.758,12.236
12.814,12.203
12.76,12.199
12.668,12.179
12.626,12.145
12.494,12.115
12.486,12.068
12.439,12.025
12.419,12.0
12.39,11.997
12.391,11.989
12.344,11.932
12.311,11.843
12.26,11.82
12.239,11.795
12.236,11.727
12.203,11.688
12.199,11.63
12.179,11.58
12.145,11.571
12.115,11.269
12.068,11.24
12.025,11.178
12.0,11.154
11.997,11.06
11.989,10.986
11.932,10.891
11.843,10.886
11.82,10.842
11.795,10.751
11.727,10.649
11.688,10.476
11.63,10.375
11.58,10.264
11.571,10.217
11.269,10.178
11.24,10.172
11.178,10.016
11.154,9.996
11.06,9.854
10.986,9.7
10.891,9.63
10.886,9.544
10.842,9.487
10.751,9.385
10.649,9.325
10.476,9.284
10.375,9.19
10.264,9.101
10.217,9.03
10.178,8.962
10.172,8.925
10.016,8.844
9.996,8.792
9.854,8.723
9.7,8.661
9.63,8.708
9.544,8.642
9.487,8.621
9.385,8.544
9.325,8.491
9.284,8.415
9.19,8.378
9.101,8.348
9.03,8.247
8.962,8.196
8.925,8.163
8.844,8.172
8.792,8.031
8.723,8.041
8.661,7.995
8.708,7.945
8.642,7.918
8.621,7.878
8.544,7.822
8.491,7.752
8.415,7.636
8.378,7.628
8.348,7.614
8.247,7.489
8.196,7.496
8.163,7.479
8.172,7.356
8.031,7.307
8.041,7.243
7.995,7.245
7.945,7.198
7.918,7.218
7.878,7.242
7.822,7.194
7.752,7.165
7.636,7.147
7.628,7.207
7.614,7.276
7.489,7.393
7.496,7.418
7.479,7.484
7.356,7.53
7.307,7.531
7.243,7.618
7.245,7.691
7.198,7.778
7.218,7.863
7.242,7.839
7.194,7.871
7.165,7.901
7.147,7.954
7.207,8.099
7.276,8.211
7.393,8.194
7.418,8.172
7.484,8.131
7.53,8.279
7.531,8.318
7.618,8.303
7.691,8.355
7.778,8.464
7.863,8.653
7.839,8.746
7.871,8.861
7.901,8.88
7.954,8.937
8.099,8.957
8.211,9.018
8.194,9.134
8.172,9.107
8.131,9.182
8.279,9.287
8.318,9.277
8.303,9.315
8.355,9.415
8.464,9.446
8.653,9.434
8.746,9.448
8.861,9.576
8.88,9.624
8.937,9.646
8.957,9.641
9.018,9.691
9.134,9.743
9.107,9.689
9.182,9.745
9.287,9.819
9.277,9.812
9.315,9.845
9.415,9.795
9.446,9.846
9.434,9.842
9.448,9.895
9.576,9.995
9.624,9.972
9.646,9.978
9.641,10.021
9.691,9.98
9.743,10.084
9.689,10.182
9.745,10.319
9.819,10.32
9.812,10.182
9.845,10.284
9.795,10.403
9.846,10.486
9.842,10.537
9.895,10.693
9.995,10.721
9.972,10.827
9.978,10.853
10.021,10.896
9.98,11.092
10.084,11.109
10.182,11.242
10.319,11.391
10.32,11.449
10.182,11.605
10.284,11.735
10.403,11.751
10.486,11.991
10.537,12.125
10.693,12.177
10.721,12.228
10.827,12.342
10.853,12.373
10.896,12.356
11.092,12.483
11.109,12.644
11.242,12.766
11.391,12.878
11.449,12.832
11.605,12.944
11.735,13.006
11.751,13.106
11.991,13.161
12.125,13.194
12.177,13.316
12.228,13.3
12.342,13.429
12.373,13.597
12.356,13.63
12.483,13.613
12.644,13.561
12.766,13.546
12.878,13.653
12.832,13.704
12.944,13.653
13.006,13.657
13.106,13.801
13.161,13.837
13.194,13.864
13.316,14.016
13.3,14.139
13.429,14.188
13.597,14.321
13.63,14.258
13.613,14.238
13.561,14.257
13.546,14.323
13.653,14.417
13.704,14.336
13.653,14.334
13.657,14.347
13.801,14.42
13.837,14.565
13.864,14.592
14.016,14.666
14.139,14.637
14.188,14.686
14.321,14.752
14.258,14.719
14.238,14.756
14.257,14.789
14.323,14.7
14.417,14.707
14.336,14.81
14.334,14.872
14.347,14.938
14.42,15.013
14.565,15.051
14.592,15.194
14.666,15.287
14.637,15.303
14.686,15.369
14.752,15.394
14.719,15.418
14.756,15.377
14.789,15.452
14.7,15.461
14.707,15.418
14.81,15.499
14.872,15.509
14.938,15.574
15.013,15.649
15.051,15.65
15.194,15.635
15.287,15.5
15.303,15.481
15.369,15.538
15.394,15.533
15.418,15.466
15.377,15.496
15.452,15.447
15.461,15.41
15.418,15.469
15.499,15.635
15.509,15.578
15.574,15.617
15.649,15.406
15.65,15.353
15.635,15.333
15.5,15.379
15.481,15.372
15.538,15.361
15.533,15.323
15.466,15.342
15.496,15.386
15.447,15.408
15.41,15.519
15.469,15.488
15.635,15.505
15.578,15.504
15.617,15.567
15.406,15.597
15.353,15.6
15.333,15.684
15.379,15.66
15.372,15.556
15.361,15.645
15.323,15.623
15.342,15.63
15.386,15.554
15.408,15.324
15.519,15.24
15.488,15.282
15.505,15.333
15.504,15.324
15.567,15.206
15.597,15.216
15.6,15.174
15.684,15.077
15.66,15.062
15.556,15.093
15.645,15.154
15.623,15.072
15.63,14.92
15.554,14.786
15.324,14.734
15.24,14.606
15.282,14.617
15.333,14.527
15.324,14.5
15.206,14.43
15.216,14.334
15.174,14.301
15.077,14.271
15.062,14.245
15.093,14.243
15.154,14.207
15.072,14.186
14.92,14.145
14.786,14.18
14.734,14.145
14.606,14.157
14.617,14.152
14.527,14.118
14.5,14.033
14.43,13.906
14.334,13.877
14.301,13.829
14.271,13.862
14.245,13.791
14.243,13.794
14.207,13.688
14.186,13.556
14.145,13.497
14.18,13.522
